start_s,end_s,label
0.3715192675590515,1.3715192675590515,C#:maj
1.3715192675590515,1.8715192675590515,C:maj
1.8715192675590515,2.8715192675590515,C#:maj
2.8715192675590515,3.3715192675590515,G:min
3.3715192675590515,4.3715192675590515,D:min
4.3715192675590515,5.096779823303223,C:maj
