time_s,f0_hz,voiced,confidence
0.11999999731779099,0.0,0,0.09827028959989548
0.12999999523162842,0.0,0,0.12586507201194763
0.14000000059604645,0.0,0,0.20818980038166046
0.15000000596046448,0.0,0,0.475992888212204
0.1599999964237213,101.40752410888672,1,0.7227087020874023
0.17000000178813934,103.8062515258789,1,0.7128674387931824
0.18000000715255737,104.99951934814453,1,0.7883632779121399
0.1899999976158142,106.01165008544922,1,0.7880749702453613
0.20000000298023224,106.00093841552734,1,0.7612795829772949
0.20999999344348907,105.4341812133789,1,0.7685046195983887
0.2199999988079071,105.82238006591797,1,0.5802589654922485
0.23000000417232513,0.0,0,0.39120107889175415
0.23999999463558197,126.76751708984375,1,0.666221022605896
0.25,129.03707885742188,1,0.7893356680870056
0.25999999046325684,130.7611541748047,1,0.8270991444587708
0.27000001072883606,132.852783203125,1,0.7466830015182495
0.2800000011920929,0.0,0,0.49753063917160034
0.28999999165534973,143.7047576904297,1,0.5741695761680603
0.30000001192092896,147.8876495361328,1,0.5992189645767212
0.3100000023841858,157.03343200683594,1,0.6287572383880615
0.3199999928474426,162.0323486328125,1,0.811333179473877
0.33000001311302185,165.34425354003906,1,0.8961496353149414
0.3400000035762787,169.04298400878906,1,0.8508967757225037
0.3499999940395355,171.54356384277344,1,0.8889693021774292
0.36000001430511475,172.8199005126953,1,0.9275503158569336
0.3700000047683716,173.23248291015625,1,0.9399986863136292
0.3799999952316284,173.05763244628906,1,0.9461139440536499
0.38999998569488525,172.8884735107422,1,0.9449740052223206
0.4000000059604645,172.6963653564453,1,0.9362698197364807
0.4099999964237213,172.51776123046875,1,0.9364336729049683
0.41999998688697815,172.59268188476562,1,0.939069390296936
0.4300000071525574,172.8264617919922,1,0.9440135359764099
0.4399999976158142,172.87612915039062,1,0.9494308829307556
0.44999998807907104,173.1953582763672,1,0.9525856375694275
0.46000000834465027,173.22740173339844,1,0.952336311340332
0.4699999988079071,173.10269165039062,1,0.9515949487686157
0.47999998927116394,173.46163940429688,1,0.9520361423492432
0.49000000953674316,173.45428466796875,1,0.9541895985603333
0.5,173.44358825683594,1,0.9524320363998413
0.5099999904632568,173.6367950439453,1,0.947265088558197
0.5199999809265137,173.60545349121094,1,0.9525421857833862
0.5299999713897705,173.5279541015625,1,0.9529157876968384
0.5400000214576721,173.2338409423828,1,0.9467804431915283
0.550000011920929,172.22833251953125,1,0.8952771425247192
0.5600000023841858,169.83323669433594,1,0.6723685264587402
0.5699999928474426,165.39183044433594,1,0.6805818676948547
0.5799999833106995,161.0702667236328,1,0.7062817811965942
0.5899999737739563,160.7732696533203,1,0.8196439146995544
0.6000000238418579,164.14401245117188,1,0.7874860763549805
0.6100000143051147,170.38412475585938,1,0.6295338273048401
0.6200000047683716,174.55833435058594,1,0.7561424970626831
0.6299999952316284,177.08511352539062,1,0.9088117480278015
0.6399999856948853,177.77589416503906,1,0.9402769207954407
0.6499999761581421,176.71759033203125,1,0.9179448485374451
0.6600000262260437,175.37217712402344,1,0.9393487572669983
0.6700000166893005,174.0459442138672,1,0.9370381236076355
0.6800000071525574,173.05284118652344,1,0.9479866623878479
0.6899999976158142,172.30307006835938,1,0.9299708008766174
0.699999988079071,171.9470977783203,1,0.9131836891174316
0.7099999785423279,171.5364990234375,1,0.9203672409057617
0.7200000286102295,171.54685974121094,1,0.929826021194458
0.7300000190734863,171.73260498046875,1,0.9285891056060791
0.7400000095367432,171.90713500976562,1,0.9210781455039978
0.75,171.64593505859375,1,0.9338086843490601
0.7599999904632568,171.51443481445312,1,0.9343746900558472
0.7699999809265137,171.3345184326172,1,0.9326080679893494
0.7799999713897705,171.2498016357422,1,0.9311494827270508
0.7900000214576721,171.59300231933594,1,0.9304178953170776
0.800000011920929,172.5413818359375,1,0.9337219595909119
0.8100000023841858,173.82614135742188,1,0.9367884993553162
0.8199999928474426,174.8733673095703,1,0.9449275135993958
0.8299999833106995,176.22430419921875,1,0.9208436012268066
0.8399999737739563,177.1641387939453,1,0.9449651837348938
0.8500000238418579,177.1796417236328,1,0.9426727294921875
0.8600000143051147,176.5937957763672,1,0.9247214794158936
0.8700000047683716,175.15206909179688,1,0.9378682971000671
0.8799999952316284,172.76524353027344,1,0.9005340337753296
0.8899999856948853,169.04393005371094,1,0.8217997550964355
0.8999999761581421,165.16720581054688,1,0.8001335859298706
0.9100000262260437,159.78781127929688,1,0.6550474166870117
0.9200000166893005,156.3894805908203,1,0.5037327408790588
0.9300000071525574,0.0,0,0.3850689232349396
0.9399999976158142,133.1618194580078,1,0.6663870215415955
0.949999988079071,133.01637268066406,1,0.6274456977844238
0.9599999785423279,0.0,0,0.4309608042240143
0.9700000286102295,137.2145538330078,1,0.7344421744346619
0.9800000190734863,138.02854919433594,1,0.8106169104576111
0.9900000095367432,138.14352416992188,1,0.8826555013656616
1.0,137.97177124023438,1,0.882518470287323
1.0099999904632568,138.42349243164062,1,0.9209406971931458
1.0199999809265137,138.9872589111328,1,0.9294175505638123
1.0299999713897705,139.59800720214844,1,0.8981361985206604
1.0399999618530273,140.12811279296875,1,0.8953303098678589
1.0499999523162842,140.15928649902344,1,0.8979947566986084
1.059999942779541,139.8843231201172,1,0.8860417604446411
1.0700000524520874,139.5788116455078,1,0.9095141887664795
1.0800000429153442,139.62222290039062,1,0.8981393575668335
1.090000033378601,139.80572509765625,1,0.884303867816925
1.100000023841858,140.21397399902344,1,0.9029396176338196
1.1100000143051147,141.21034240722656,1,0.9069246053695679
1.1200000047683716,142.09295654296875,1,0.9249946475028992
1.1299999952316284,143.60794067382812,1,0.9116708040237427
1.1399999856948853,144.5312957763672,1,0.9050730466842651
1.149999976158142,144.83265686035156,1,0.9017665386199951
1.159999966621399,144.99720764160156,1,0.8999330997467041
1.1699999570846558,145.04922485351562,1,0.9069656729698181
1.1799999475479126,145.10598754882812,1,0.9146525859832764
1.190000057220459,145.41969299316406,1,0.9250723719596863
1.2000000476837158,145.7582244873047,1,0.9316933751106262
1.2100000381469727,145.6187744140625,1,0.9233080744743347
1.2200000286102295,145.1935577392578,1,0.9165644645690918
1.2300000190734863,144.4875946044922,1,0.8676540851593018
1.2400000095367432,142.67181396484375,1,0.8444542288780212
1.25,141.12364196777344,1,0.8263207674026489
1.2599999904632568,138.8821258544922,1,0.8552073240280151
1.2699999809265137,137.00352478027344,1,0.8176829814910889
1.2799999713897705,134.706787109375,1,0.7137237787246704
1.2899999618530273,0.0,0,0.46072477102279663
1.2999999523162842,0.0,0,0.31770530343055725
1.309999942779541,0.0,0,0.42034193873405457
1.3200000524520874,0.0,0,0.4859286844730377
1.3300000429153442,0.0,0,0.4010004699230194
1.340000033378601,126.13947296142578,1,0.5864424109458923
1.350000023841858,126.48023223876953,1,0.6211994290351868
1.3600000143051147,127.11700439453125,1,0.6981621980667114
1.3700000047683716,127.55964660644531,1,0.8389426469802856
1.3799999952316284,128.56448364257812,1,0.8651211261749268
1.3899999856948853,129.28228759765625,1,0.8538842797279358
1.399999976158142,129.6616668701172,1,0.8628363609313965
1.409999966621399,129.94334411621094,1,0.88707035779953
1.4199999570846558,130.2287139892578,1,0.8661279082298279
1.4299999475479126,130.53204345703125,1,0.8853507041931152
1.440000057220459,130.59556579589844,1,0.8877434730529785
1.4500000476837158,130.57693481445312,1,0.8755312561988831
1.4600000381469727,130.54725646972656,1,0.8742373585700989
1.4700000286102295,130.6125030517578,1,0.8717849254608154
1.4800000190734863,130.86990356445312,1,0.9049878716468811
1.4900000095367432,131.09445190429688,1,0.8967329859733582
1.5,131.30052185058594,1,0.9102600812911987
