time_s,f0_hz,voiced,confidence
0.0,0.0,0,0.0
0.01160997711122036,0.0,0,0.0
0.02321995422244072,0.0,0,0.0
0.03482993319630623,0.0,0,0.009999999776482582
0.04643990844488144,0.0,0,0.009999999776482582
0.05804988741874695,0.0,0,0.1765306144952774
0.06965986639261246,0.0,0,0.20650680363178253
0.08126983791589737,115.53527069091797,1,0.6159498691558838
0.09287981688976288,114.86983489990234,1,0.8911445140838623
0.10448979586362839,114.86983489990234,1,0.9848789572715759
0.1160997748374939,115.53527069091797,1,0.8911445140838623
0.1277097463607788,0.0,0,0.484986811876297
0.13931973278522491,0.0,0,0.3721359074115753
0.15092970430850983,0.0,0,0.484986811876297
0.16253967583179474,120.30250549316406,1,0.5485250353813171
0.17414966225624084,120.30250549316406,1,0.5485250353813171
0.18575963377952576,0.0,0,0.484986811876297
0.19736962020397186,0.0,0,0.2796051800251007
0.20897959172725677,0.0,0,0.2407543957233429
0.2205895632505417,0.0,0,0.3721359074115753
0.2321995496749878,112.89643859863281,1,0.5485250353813171
0.2438095211982727,112.24620819091797,1,0.8266685605049133
0.2554194927215576,111.59971618652344,1,0.9459301829338074
0.26702946424484253,111.59971618652344,1,0.9459301829338074
0.27863946557044983,110.95694732666016,1,0.8911445140838623
0.29024943709373474,110.31787872314453,1,0.9459301829338074
0.30185940861701965,110.31787872314453,1,0.9848789572715759
0.31346938014030457,110.31787872314453,1,0.9848789572715759
0.3250793516635895,110.31787872314453,1,0.8911445140838623
0.3366893529891968,110.95694732666016,1,0.6860828399658203
0.3482993245124817,111.59971618652344,1,0.6860828399658203
0.3599092960357666,0.0,0,0.42606231570243835
0.3715192675590515,0.0,0,0.32333606481552124
0.3831292390823364,0.0,0,0.20650680363178253
0.3947392404079437,0.0,0,0.011422334238886833
0.40634921193122864,0.0,0,0.010073752142488956
0.41795918345451355,0.0,0,0.020317628979682922
0.42956915497779846,0.0,0,0.06608150899410248
0.4411791265010834,0.0,0,0.2407543957233429
0.4527891278266907,0.0,0,0.2407543957233429
0.4643990993499756,0.0,0,0.20650680363178253
0.4760090708732605,0.0,0,0.42606231570243835
0.4876190423965454,0.0,0,0.484986811876297
0.4992290139198303,0.0,0,0.42606231570243835
0.5108389854431152,108.42268371582031,1,0.5485250353813171
0.5224489569664001,106.56005096435547,1,0.7571601271629333
0.5340589284896851,106.56005096435547,1,0.8911445140838623
0.5456689596176147,106.56005096435547,1,0.8911445140838623
0.5572789311408997,0.0,0,0.022944219410419464
0.5688889026641846,0.0,0,0.010006178170442581
0.5804988741874695,0.0,0,0.01398021075874567
0.5921088457107544,0.0,0,0.10857976973056793
0.6037188172340393,0.0,0,0.09203757345676422
0.6153287887573242,0.0,0,0.018187375739216805
0.6269387602806091,0.0,0,0.015085587278008461
0.638548731803894,0.0,0,0.018187375739216805
0.650158703327179,0.0,0,0.42606231570243835
0.6617687344551086,0.0,0,0.484986811876297
0.6733787059783936,0.0,0,0.42606231570243835
0.6849886775016785,0.0,0,0.3721359074115753
0.6965986490249634,0.0,0,0.3721359074115753
0.7082086205482483,144.7269287109375,1,0.5485250353813171
0.7198185920715332,143.8933563232422,1,0.8911445140838623
0.7314285635948181,143.8933563232422,1,0.9459301829338074
0.743038535118103,143.8933563232422,1,0.9459301829338074
0.7546485066413879,145.56532287597656,1,0.9459301829338074
0.7662584781646729,146.4085693359375,1,0.9459301829338074
0.7778685092926025,147.25669860839844,1,0.9459301829338074
0.7894784808158875,148.10975646972656,1,0.9848789572715759
0.8010884523391724,148.96774291992188,1,0.9848789572715759
0.8126984238624573,148.96774291992188,1,0.9848789572715759
0.8243083953857422,149.83070373535156,1,1.0
0.8359183669090271,149.83070373535156,1,1.0
0.847528338432312,149.83070373535156,1,1.0
0.8591383099555969,149.83070373535156,1,0.9848789572715759
0.8707482814788818,148.96774291992188,1,1.0
0.8823582530021667,148.10975646972656,1,0.9848789572715759
0.8939682245254517,147.25669860839844,1,0.8266685605049133
0.9055782556533813,145.56532287597656,1,0.5485250353813171
0.9171882271766663,0.0,0,0.1765306144952774
0.9287981986999512,0.0,0,0.09203757345676422
0.9404081702232361,0.0,0,0.05607139691710472
0.952018141746521,0.0,0,0.2407543957233429
0.9636281132698059,127.45606231689453,1,0.5485250353813171
0.9752380847930908,126.72196960449219,1,0.6159498691558838
0.9868480563163757,0.0,0,0.42606231570243835
0.9984580278396606,0.0,0,0.01000007800757885
1.0100680589675903,0.0,0,0.010191075503826141
1.0216779708862305,0.0,0,0.06608150899410248
1.0332880020141602,0.0,0,0.2407543957233429
1.0448979139328003,170.13343811035156,1,0.5485250353813171
1.05650794506073,171.11900329589844,1,0.8266685605049133
1.0681178569793701,171.11900329589844,1,0.8911445140838623
1.0797278881072998,172.11029052734375,1,0.9459301829338074
1.0913379192352295,172.11029052734375,1,0.9848789572715759
1.1029478311538696,172.11029052734375,1,0.9848789572715759
1.1145578622817993,171.11900329589844,1,0.9848789572715759
1.1261677742004395,171.11900329589844,1,0.9848789572715759
1.1377778053283691,171.11900329589844,1,0.9848789572715759
1.1493877172470093,171.11900329589844,1,0.9848789572715759
1.160997748374939,172.11029052734375,1,0.9848789572715759
1.172607660293579,173.10731506347656,1,0.9848789572715759
1.1842176914215088,173.10731506347656,1,0.9848789572715759
1.1958277225494385,173.10731506347656,1,0.9848789572715759
1.2074376344680786,172.11029052734375,1,0.9459301829338074
1.2190476655960083,171.11900329589844,1,0.8911445140838623
1.2306575775146484,170.13343811035156,1,0.9459301829338074
1.2422676086425781,170.13343811035156,1,0.9848789572715759
