start_s,end_s,label
0.3499999940395355,1.3499999940395355,C#:maj
1.3499999940395355,1.8499999940395355,C:maj
1.8499999940395355,2.8499999940395355,C#:maj
2.8499999940395355,3.3499999940395355,G:min
3.3499999940395355,4.3499999940395355,D:min
4.3499999940395355,5.050000190734863,C:maj
